"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
41;"blue-collar";"married";"secondary";"no";2067;"yes";"no";"cellular";11;"may";208;4;325;4;"failure";"no"
30;"blue-collar";"married";"secondary";"no";5;"no";"no";"cellular";17;"apr";840;3;-1;0;"unknown";"yes"
47;"blue-collar";"married";"secondary";"no";13;"yes";"yes";"telephone";23;"jul";135;2;-1;0;"unknown";"no"
39;"blue-collar";"married";"primary";"no";1802;"yes";"no";"unknown";2;"jun";490;1;-1;0;"unknown";"no"
43;"services";"divorced";"secondary";"no";62;"no";"no";"unknown";18;"jun";67;1;-1;0;"unknown";"no"
38;"admin.";"married";"tertiary";"no";1988;"no";"no";"cellular";27;"mar";164;2;130;2;"failure";"yes"
34;"admin.";"married";"tertiary";"no";69;"no";"yes";"cellular";4;"aug";120;3;1;6;"success";"yes"
31;"management";"divorced";"tertiary";"yes";10;"yes";"yes";"cellular";5;"may";167;1;-1;0;"unknown";"no"
30;"technician";"married";"secondary";"no";24;"yes";"no";"cellular";18;"jul";112;3;-1;0;"unknown";"no"
36;"technician";"married";"tertiary";"no";473;"no";"no";"cellular";22;"aug";72;2;-1;0;"unknown";"no"
58;"retired";"married";"tertiary";"no";258;"no";"yes";"cellular";19;"aug";285;1;-1;0;"unknown";"no"
41;"blue-collar";"married";"secondary";"no";343;"yes";"no";"unknown";14;"may";89;7;-1;0;"unknown";"no"
31;"blue-collar";"single";"secondary";"yes";-9;"yes";"yes";"unknown";11;"jun";115;16;-1;0;"unknown";"no"
59;"retired";"married";"secondary";"no";136;"no";"no";"cellular";6;"aug";301;4;-1;0;"unknown";"no"
51;"housemaid";"married";"tertiary";"no";390;"yes";"no";"cellular";30;"jul";102;3;-1;0;"unknown";"no"
49;"technician";"married";"tertiary";"no";8422;"yes";"no";"cellular";20;"nov";166;3;-1;0;"unknown";"no"
39;"services";"divorced";"secondary";"no";282;"yes";"no";"cellular";17;"jul";243;1;-1;0;"unknown";"no"
33;"technician";"married";"tertiary";"no";15169;"yes";"no";"cellular";20;"nov";103;1;-1;0;"unknown";"no"
30;"technician";"single";"secondary";"no";2153;"no";"no";"telephone";20;"nov";29;1;-1;0;"unknown";"no"
38;"services";"married";"secondary";"no";503;"no";"no";"unknown";20;"jun";13;4;-1;0;"unknown";"no"
51;"retired";"single";"tertiary";"no";730;"yes";"no";"unknown";18;"nov";287;2;-1;0;"unknown";"no"
26;"management";"single";"tertiary";"no";1094;"yes";"no";"cellular";8;"sep";137;1;-1;0;"unknown";"yes"
39;"services";"single";"secondary";"no";91;"no";"no";"cellular";3;"sep";213;1;185;1;"success";"yes"
32;"blue-collar";"single";"primary";"no";181;"yes";"no";"cellular";6;"may";90;1;-1;0;"unknown";"no"
29;"blue-collar";"married";"primary";"no";57;"no";"yes";"cellular";7;"jul";461;1;-1;0;"unknown";"no"
38;"blue-collar";"married";"secondary";"no";625;"yes";"yes";"cellular";11;"may";210;1;-1;0;"unknown";"no"
59;"retired";"married";"primary";"no";2568;"no";"no";"cellular";20;"aug";63;5;-1;0;"unknown";"no"
54;"management";"single";"tertiary";"no";1439;"yes";"no";"unknown";15;"may";809;3;-1;0;"unknown";"no"
60;"blue-collar";"married";"primary";"no";0;"no";"no";"cellular";22;"aug";195;1;-1;0;"unknown";"no"
31;"admin.";"married";"secondary";"no";1246;"yes";"no";"cellular";17;"nov";111;2;-1;0;"unknown";"no"
41;"admin.";"married";"secondary";"no";1380;"yes";"no";"cellular";17;"apr";65;1;333;1;"failure";"no"
60;"blue-collar";"married";"secondary";"no";1433;"no";"no";"cellular";8;"aug";124;4;-1;0;"unknown";"no"
49;"management";"married";"secondary";"no";1623;"yes";"no";"cellular";19;"nov";1081;2;-1;0;"unknown";"yes"
46;"blue-collar";"married";"primary";"no";0;"no";"no";"cellular";22;"aug";65;2;-1;0;"unknown";"no"
37;"services";"married";"secondary";"no";580;"yes";"no";"unknown";2;"jun";469;2;-1;0;"unknown";"no"
32;"technician";"married";"unknown";"no";196;"yes";"no";"unknown";20;"may";196;6;-1;0;"unknown";"no"
41;"technician";"married";"tertiary";"no";1517;"no";"no";"cellular";8;"aug";193;3;-1;0;"unknown";"yes"
56;"retired";"married";"secondary";"no";1678;"yes";"no";"unknown";15;"may";79;1;-1;0;"unknown";"no"
41;"blue-collar";"married";"secondary";"no";1459;"no";"no";"unknown";5;"jun";82;1;-1;0;"unknown";"no"
40;"housemaid";"divorced";"secondary";"no";4328;"no";"no";"cellular";20;"aug";133;2;-1;0;"unknown";"no"
38;"blue-collar";"married";"primary";"no";467;"yes";"no";"unknown";16;"may";379;1;-1;0;"unknown";"no"
37;"blue-collar";"married";"secondary";"no";37;"yes";"no";"unknown";5;"may";204;1;-1;0;"unknown";"no"
56;"blue-collar";"divorced";"primary";"no";-9;"yes";"yes";"cellular";8;"may";728;1;-1;0;"unknown";"yes"
36;"management";"single";"tertiary";"no";0;"no";"yes";"cellular";18;"nov";300;1;96;4;"failure";"no"
28;"unemployed";"married";"tertiary";"no";264;"yes";"no";"unknown";21;"may";443;2;-1;0;"unknown";"no"
32;"services";"single";"secondary";"no";6857;"no";"no";"cellular";2;"feb";216;1;-1;0;"unknown";"no"
41;"management";"married";"primary";"no";-417;"yes";"no";"unknown";8;"may";51;3;-1;0;"unknown";"no"
29;"blue-collar";"married";"primary";"yes";-303;"yes";"yes";"unknown";4;"jun";298;3;-1;0;"unknown";"no"
26;"technician";"single";"secondary";"no";2002;"no";"no";"cellular";29;"jan";146;1;-1;0;"unknown";"yes"
25;"blue-collar";"single";"secondary";"no";1857;"yes";"no";"cellular";13;"jul";195;2;91;10;"success";"yes"
54;"management";"married";"tertiary";"no";1464;"no";"no";"cellular";30;"jun";157;1;-1;0;"unknown";"yes"
27;"technician";"single";"secondary";"no";1;"yes";"no";"unknown";2;"jun";261;8;-1;0;"unknown";"no"
37;"technician";"single";"secondary";"no";194;"yes";"no";"cellular";2;"feb";144;1;-1;0;"unknown";"no"
34;"management";"married";"tertiary";"no";0;"no";"no";"cellular";6;"feb";787;3;9;1;"other";"yes"
59;"unemployed";"married";"secondary";"no";2740;"no";"no";"cellular";5;"feb";130;1;-1;0;"unknown";"no"
26;"entrepreneur";"single";"tertiary";"no";255;"yes";"no";"cellular";15;"may";401;1;-1;0;"unknown";"no"
52;"entrepreneur";"divorced";"tertiary";"no";81;"yes";"no";"unknown";19;"may";214;3;-1;0;"unknown";"no"
31;"management";"married";"tertiary";"no";1384;"yes";"no";"cellular";30;"jan";203;2;2;3;"other";"no"
40;"blue-collar";"married";"secondary";"no";0;"no";"no";"cellular";25;"jul";96;2;-1;0;"unknown";"no"
34;"technician";"single";"tertiary";"no";1393;"yes";"no";"cellular";15;"apr";540;3;271;3;"success";"no"
30;"technician";"single";"tertiary";"no";985;"yes";"no";"cellular";19;"feb";88;2;-1;0;"unknown";"no"
44;"management";"married";"unknown";"no";282;"no";"no";"cellular";9;"mar";700;2;154;3;"success";"yes"
46;"management";"married";"secondary";"no";0;"no";"no";"cellular";27;"aug";38;6;-1;0;"unknown";"no"
37;"housemaid";"married";"secondary";"yes";-205;"no";"yes";"cellular";18;"jul";199;1;-1;0;"unknown";"no"
21;"student";"single";"secondary";"no";2488;"no";"no";"cellular";30;"jun";258;6;169;3;"success";"yes"
38;"blue-collar";"single";"primary";"no";162;"yes";"no";"unknown";8;"may";200;2;-1;0;"unknown";"no"
39;"blue-collar";"married";"secondary";"no";41;"yes";"no";"cellular";13;"may";135;3;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";6274;"yes";"no";"cellular";17;"nov";500;2;-1;0;"unknown";"no"
26;"blue-collar";"single";"primary";"no";102;"yes";"no";"unknown";9;"may";89;1;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";23;"yes";"no";"unknown";26;"may";409;2;-1;0;"unknown";"no"
32;"technician";"single";"tertiary";"no";569;"no";"yes";"cellular";29;"jan";348;1;-1;0;"unknown";"no"
44;"management";"married";"primary";"no";558;"no";"no";"cellular";19;"feb";268;5;-1;0;"unknown";"yes"
35;"management";"single";"secondary";"no";6809;"yes";"no";"unknown";9;"may";750;7;-1;0;"unknown";"no"
41;"blue-collar";"married";"primary";"no";1256;"no";"no";"cellular";31;"jul";74;2;-1;0;"unknown";"no"
34;"management";"married";"secondary";"no";1007;"yes";"no";"cellular";21;"jul";240;2;-1;0;"unknown";"no"
48;"services";"married";"secondary";"no";194;"yes";"yes";"unknown";12;"may";290;6;-1;0;"unknown";"no"
50;"blue-collar";"married";"secondary";"no";16;"yes";"no";"cellular";7;"may";290;1;356;11;"failure";"no"
47;"technician";"married";"secondary";"no";332;"yes";"no";"cellular";2;"feb";276;1;269;1;"success";"no"
29;"blue-collar";"married";"secondary";"no";87;"yes";"no";"unknown";6;"jun";1330;3;-1;0;"unknown";"no"
41;"blue-collar";"single";"secondary";"yes";81;"no";"no";"cellular";19;"nov";212;3;-1;0;"unknown";"no"
44;"services";"divorced";"secondary";"no";206;"yes";"no";"cellular";14;"may";78;1;365;1;"failure";"no"
24;"technician";"single";"secondary";"no";-46;"yes";"no";"unknown";19;"may";23;1;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";3236;"no";"no";"cellular";20;"may";291;2;202;5;"other";"yes"
43;"technician";"married";"secondary";"no";4056;"no";"no";"cellular";4;"feb";154;2;-1;0;"unknown";"no"
37;"technician";"married";"tertiary";"no";247;"no";"no";"cellular";20;"aug";625;6;-1;0;"unknown";"yes"
27;"technician";"married";"secondary";"no";2183;"yes";"yes";"unknown";21;"may";857;1;-1;0;"unknown";"yes"
35;"entrepreneur";"single";"tertiary";"no";1295;"yes";"no";"cellular";17;"apr";952;2;73;1;"failure";"no"
49;"entrepreneur";"married";"secondary";"no";1147;"yes";"yes";"cellular";25;"jul";96;3;-1;0;"unknown";"no"
36;"technician";"divorced";"secondary";"no";407;"no";"no";"cellular";21;"nov";98;1;-1;0;"unknown";"no"
32;"admin.";"single";"secondary";"no";5;"yes";"yes";"cellular";8;"apr";110;1;-1;0;"unknown";"no"
35;"self-employed";"married";"secondary";"no";524;"yes";"no";"cellular";21;"nov";484;4;-1;0;"unknown";"no"
43;"technician";"married";"secondary";"no";186;"yes";"no";"cellular";19;"nov";137;1;-1;0;"unknown";"no"
35;"admin.";"divorced";"secondary";"no";454;"yes";"no";"cellular";10;"jul";154;1;-1;0;"unknown";"no"
43;"blue-collar";"divorced";"secondary";"no";1138;"no";"no";"unknown";19;"jun";65;1;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";101;"yes";"no";"unknown";19;"may";191;4;-1;0;"unknown";"no"
35;"admin.";"married";"secondary";"no";3863;"yes";"no";"cellular";20;"nov";239;1;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"yes";-238;"yes";"no";"unknown";27;"may";427;1;-1;0;"unknown";"no"
57;"management";"married";"tertiary";"no";10583;"no";"no";"cellular";28;"sep";341;3;98;3;"success";"yes"
40;"technician";"married";"secondary";"no";2338;"no";"no";"cellular";16;"oct";717;2;-1;0;"unknown";"yes"
35;"management";"married";"tertiary";"no";1473;"yes";"no";"cellular";20;"apr";17;6;322;4;"other";"no"
51;"blue-collar";"married";"primary";"yes";-283;"yes";"no";"unknown";12;"may";38;4;-1;0;"unknown";"no"
28;"blue-collar";"married";"secondary";"no";1072;"yes";"no";"cellular";18;"may";630;2;356;4;"other";"no"
30;"services";"divorced";"secondary";"no";0;"yes";"yes";"cellular";18;"nov";174;2;111;3;"failure";"no"
31;"technician";"single";"secondary";"no";19;"no";"no";"telephone";4;"jul";65;2;-1;0;"unknown";"no"
41;"technician";"married";"tertiary";"no";532;"yes";"no";"cellular";9;"jul";74;1;-1;0;"unknown";"no"
39;"management";"single";"tertiary";"no";759;"yes";"no";"cellular";28;"jul";310;5;-1;0;"unknown";"no"
60;"admin.";"married";"secondary";"no";711;"no";"no";"cellular";12;"aug";355;4;-1;0;"unknown";"no"
35;"blue-collar";"divorced";"primary";"no";-587;"yes";"no";"unknown";26;"may";111;1;-1;0;"unknown";"no"
50;"technician";"married";"tertiary";"no";2313;"no";"no";"cellular";5;"aug";553;1;-1;0;"unknown";"yes"
30;"services";"single";"secondary";"no";188;"no";"no";"cellular";14;"aug";49;2;-1;0;"unknown";"no"
33;"technician";"divorced";"secondary";"yes";6;"no";"no";"cellular";22;"aug";239;2;-1;0;"unknown";"no"
35;"blue-collar";"married";"secondary";"no";-172;"yes";"no";"cellular";31;"jul";14;32;-1;0;"unknown";"no"
28;"blue-collar";"single";"tertiary";"no";1372;"no";"no";"cellular";15;"may";48;4;298;1;"failure";"no"
38;"admin.";"married";"secondary";"no";1767;"yes";"no";"cellular";12;"nov";893;7;-1;0;"unknown";"yes"
35;"blue-collar";"single";"secondary";"no";275;"yes";"no";"unknown";20;"may";243;2;-1;0;"unknown";"no"
45;"services";"married";"secondary";"no";24;"yes";"no";"cellular";18;"jul";111;1;-1;0;"unknown";"no"
33;"technician";"married";"tertiary";"no";44;"yes";"no";"cellular";21;"nov";88;2;-1;0;"unknown";"no"
29;"admin.";"divorced";"secondary";"no";0;"no";"no";"unknown";9;"may";393;1;-1;0;"unknown";"no"
25;"admin.";"single";"tertiary";"no";760;"yes";"no";"cellular";27;"feb";58;2;-1;0;"unknown";"no"
38;"technician";"married";"secondary";"no";0;"no";"no";"cellular";28;"aug";176;10;-1;0;"unknown";"no"
29;"blue-collar";"married";"primary";"no";50;"no";"no";"cellular";8;"jul";185;2;-1;0;"unknown";"no"
47;"entrepreneur";"married";"tertiary";"no";0;"yes";"no";"cellular";13;"may";213;1;-1;0;"unknown";"no"
23;"student";"single";"secondary";"no";431;"no";"no";"cellular";13;"aug";496;2;-1;0;"unknown";"yes"
35;"management";"married";"tertiary";"no";-640;"yes";"yes";"unknown";5;"jun";78;6;-1;0;"unknown";"no"
26;"technician";"married";"secondary";"no";47;"yes";"no";"unknown";9;"may";282;2;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";1197;"yes";"yes";"unknown";16;"may";241;1;-1;0;"unknown";"no"
29;"admin.";"married";"secondary";"no";73;"yes";"no";"cellular";16;"jul";252;2;-1;0;"unknown";"no"
23;"housemaid";"married";"tertiary";"no";66;"yes";"no";"cellular";7;"may";1391;2;-1;0;"unknown";"yes"
28;"management";"single";"tertiary";"no";20;"no";"no";"cellular";28;"jan";144;2;-1;0;"unknown";"no"
54;"technician";"divorced";"secondary";"no";51;"yes";"no";"unknown";13;"may";123;1;-1;0;"unknown";"no"
35;"blue-collar";"married";"secondary";"no";809;"yes";"yes";"unknown";29;"may";60;1;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";5437;"no";"no";"cellular";2;"feb";78;1;-1;0;"unknown";"no"
18;"student";"single";"unknown";"no";348;"no";"no";"cellular";5;"may";443;4;-1;0;"unknown";"yes"
59;"management";"married";"tertiary";"no";37;"no";"no";"cellular";12;"aug";64;9;-1;0;"unknown";"no"
54;"blue-collar";"married";"secondary";"no";1223;"yes";"no";"cellular";7;"may";369;1;-1;0;"unknown";"no"
38;"blue-collar";"single";"secondary";"no";522;"yes";"no";"unknown";29;"may";347;2;-1;0;"unknown";"no"
32;"services";"single";"unknown";"no";2378;"no";"no";"cellular";17;"nov";1132;2;-1;0;"unknown";"yes"
36;"services";"married";"secondary";"no";2153;"no";"no";"unknown";11;"jun";181;2;-1;0;"unknown";"no"
33;"blue-collar";"single";"secondary";"no";49;"yes";"no";"unknown";15;"may";558;6;-1;0;"unknown";"no"
37;"management";"single";"tertiary";"no";1148;"yes";"no";"cellular";12;"may";259;1;-1;0;"unknown";"no"
59;"management";"married";"tertiary";"no";474;"no";"no";"cellular";21;"aug";252;1;-1;0;"unknown";"yes"
42;"blue-collar";"married";"primary";"no";201;"yes";"no";"cellular";30;"apr";841;1;85;2;"failure";"yes"
57;"housemaid";"married";"tertiary";"no";2326;"no";"no";"cellular";17;"apr";378;1;-1;0;"unknown";"yes"
29;"services";"divorced";"secondary";"no";590;"yes";"no";"unknown";30;"may";76;2;-1;0;"unknown";"no"
43;"blue-collar";"married";"primary";"no";255;"yes";"no";"cellular";17;"jul";180;1;-1;0;"unknown";"no"
34;"technician";"married";"secondary";"no";118;"yes";"no";"cellular";18;"may";53;4;262;2;"failure";"no"
67;"blue-collar";"married";"secondary";"no";16353;"no";"no";"cellular";27;"oct";223;2;-1;0;"unknown";"no"
39;"management";"married";"tertiary";"no";1241;"yes";"no";"cellular";5;"jun";138;2;-1;0;"unknown";"no"
41;"admin.";"divorced";"secondary";"no";1232;"no";"no";"cellular";5;"feb";217;1;-1;0;"unknown";"no"
36;"self-employed";"single";"tertiary";"no";351;"no";"no";"cellular";5;"feb";82;1;-1;0;"unknown";"no"
42;"blue-collar";"single";"secondary";"no";985;"no";"no";"cellular";20;"nov";141;2;-1;0;"unknown";"no"
43;"management";"single";"tertiary";"no";2067;"yes";"no";"unknown";8;"may";756;1;-1;0;"unknown";"yes"
31;"admin.";"single";"secondary";"no";-407;"no";"yes";"cellular";7;"jul";230;1;-1;0;"unknown";"no"
49;"management";"married";"tertiary";"no";1093;"yes";"yes";"cellular";15;"sep";316;1;246;4;"success";"yes"
35;"admin.";"divorced";"tertiary";"no";262;"yes";"no";"cellular";20;"apr";690;2;335;4;"other";"no"
28;"student";"single";"tertiary";"no";0;"no";"no";"cellular";28;"sep";294;2;105;7;"other";"yes"
33;"blue-collar";"divorced";"primary";"no";1022;"yes";"no";"cellular";5;"may";154;1;-1;0;"unknown";"no"
57;"blue-collar";"married";"primary";"no";0;"no";"no";"unknown";9;"jun";73;2;-1;0;"unknown";"no"
34;"management";"married";"tertiary";"no";577;"yes";"no";"cellular";20;"apr";243;2;153;1;"failure";"no"
26;"services";"single";"secondary";"no";0;"no";"no";"cellular";25;"jul";129;3;-1;0;"unknown";"no"
57;"housemaid";"married";"secondary";"no";992;"no";"no";"unknown";9;"jun";329;3;-1;0;"unknown";"no"
30;"management";"single";"tertiary";"no";234;"yes";"no";"cellular";19;"nov";206;1;169;2;"failure";"no"
82;"retired";"married";"primary";"no";243;"no";"no";"cellular";26;"jul";275;1;180;2;"success";"yes"
85;"retired";"married";"primary";"no";98;"no";"no";"cellular";30;"apr";416;1;-1;0;"unknown";"yes"
28;"management";"single";"tertiary";"no";730;"yes";"no";"cellular";3;"mar";631;1;-1;0;"unknown";"yes"
54;"management";"married";"tertiary";"no";8509;"yes";"no";"cellular";7;"may";147;1;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";134;"no";"yes";"cellular";29;"aug";162;2;-1;0;"unknown";"no"
19;"student";"single";"unknown";"no";108;"no";"no";"cellular";10;"aug";168;1;182;2;"success";"yes"
32;"management";"single";"tertiary";"no";100;"no";"no";"cellular";12;"aug";181;2;-1;0;"unknown";"no"
36;"blue-collar";"married";"secondary";"no";141;"yes";"no";"unknown";23;"may";106;3;-1;0;"unknown";"no"
45;"blue-collar";"married";"primary";"no";1558;"yes";"no";"cellular";6;"may";179;1;-1;0;"unknown";"no"
43;"blue-collar";"married";"secondary";"no";2160;"no";"no";"cellular";8;"sep";261;1;98;1;"success";"yes"
54;"blue-collar";"married";"unknown";"no";310;"yes";"no";"telephone";28;"jan";526;4;258;3;"other";"no"
19;"student";"single";"secondary";"no";55;"no";"no";"telephone";6;"oct";89;2;193;1;"other";"no"
60;"technician";"married";"secondary";"no";0;"yes";"no";"unknown";6;"jun";280;3;-1;0;"unknown";"no"
42;"services";"married";"secondary";"no";-1;"yes";"no";"cellular";8;"jul";38;2;-1;0;"unknown";"no"
53;"entrepreneur";"married";"tertiary";"no";17410;"no";"no";"cellular";31;"jul";59;6;-1;0;"unknown";"no"
49;"blue-collar";"married";"secondary";"no";783;"yes";"no";"unknown";12;"may";166;4;-1;0;"unknown";"no"
51;"blue-collar";"married";"secondary";"no";16;"yes";"yes";"telephone";27;"aug";145;2;-1;0;"unknown";"no"
42;"management";"married";"primary";"no";-417;"yes";"no";"cellular";5;"feb";81;3;273;3;"failure";"no"
44;"technician";"married";"secondary";"no";0;"no";"yes";"cellular";4;"feb";351;2;-1;0;"unknown";"no"
39;"management";"divorced";"tertiary";"no";2193;"yes";"yes";"unknown";2;"jun";550;3;-1;0;"unknown";"no"
41;"unemployed";"single";"secondary";"no";315;"yes";"no";"telephone";14;"may";28;5;-1;0;"unknown";"no"
50;"services";"single";"secondary";"no";1716;"yes";"no";"cellular";7;"apr";272;1;-1;0;"unknown";"no"
50;"admin.";"married";"primary";"no";-75;"no";"yes";"telephone";9;"jul";233;7;-1;0;"unknown";"no"
43;"management";"divorced";"tertiary";"no";3163;"yes";"no";"cellular";22;"jul";211;3;-1;0;"unknown";"no"
32;"admin.";"married";"secondary";"no";-4;"no";"no";"cellular";8;"may";47;5;-1;0;"unknown";"no"
